EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5259274,SUFFOLK CO.,HAMPTON BAYS,07/01/2001,30,Tornado,70,F0,0,0,0,0,NY,EST,E,1119678,C,103,OKX,0,0,NWS STORM SURVEY, ,.1,50, , , , ,HAMPTON BAYS,07/01/2001,30,40.88,-72.50,40.88,-72.50,"
As a severe thunderstorm moved southeast at 40 to 50 mph, it produced a quick hitting microburst followed by a weak F0 tornado.  The first report of damage occurred around 1:30 am EDT on Channing Cross Road near Newton Road in Hampton Bays.  Several large trees were blown over.  There was evidence of a suction vortex spinning around a funnel.  The highest wind speeds occurred with the microburst, which were estimated from 70 to 90 mph.","",1
5259354,SUFFOLK CO.,SHINNECOCK HILLS,07/01/2001,35,Tornado, ,F0,0,0,0,0,NY,EST, ,1119678,C,103,OKX,0,0,NWS STORM SURVEY, ,.1,40, , , , ,SHINNECOCK HILLS,07/01/2001,35,40.88,-72.47,40.88,-72.47,"
As the severe thunderstorm continued southeast, it spawned another short-lived weak tornado near Peconic Beach.  On the property of the Peconic Beach Club, several boats were picked up and damaged.  One small catamaran was picked up and blown through the side of a building.  Several hundred pound umbrella stands were tossed around in different directions and metal fences around the tennis court were bent severely.","",2
5260087,MONROE CO.,SNYDERSVILLE,07/01/2001,1455,Tornado, ,F0,0,0,0,0,PA,EST, ,1120581,C,89,PHI,0,0,EMERGENCY MANAGER, ,.2,50, , , , ,SNYDERSVILLE,07/01/2001,1455,40.97,-75.28,40.97,-75.28,"","A F0 tornado with estimated strongest winds of 70 mph tore through the Fawn Valley Trailer Park in Snydersville in Hamilton Township. Nine trailers were damaged and two families were displaced.  The tornado moved two trailers about three feet off their foundation. It ripped the roof off of one mobile home and carried debris 1,000 feet between the mobile home park and Pennsylvania State Route 33. The patio roof of another home collapsed. in addition to the two displaced mobile homes, three homes suffered moderate damage and four homes suffered minor damage. Several sheds were also destroyed. The tornado path length was about 1,000 feet and its maximum path width was about 50 yards. No serious injuries occurred.",3
5257951,LITCHFIELD CO.,NEW MILFORD,07/01/2001,1525,Tornado, ,F0,0,0,75000,0,CT,EST, ,1119093,C,5,ALY,0,0,TRAINED SPOTTER, ,10,10, , , , ,ROXBURY,07/01/2001,1525,41.57,-73.42,41.55,-73.32,"","	A powerful cold front, combined with a strong upper level disturbance to produce widespread thunderstorms across Litchfield County during the afternoon of July 1. One of the storms spawned a gale (F0) Tornado, with estimated winds between 40 and 74 mph, the third to touch down in Litchfield County in less than 10 days!  A discontinous path of 10 miles began along Route 37, near the Sherman/New Milford border, and headed east to Painter Hill, in Roxbury. There were seven distinct brief touchdowns. The damage was mainly snapped trees and limbs, with one tree as thick as 14 inch inch in diameter snapped  20 feet off the ground. There were no injuries or fatalities reported to the National Weather Service with this tornado.
	Thunderstorm winds also knocked down trees in the town of Harwinton.",4
5261241,MANATEE CO.,PALMETTO,07/01/2001,1531,Tornado, ,F1,0,0,100000,0,FL,EST, ,1120524,C,81,TBW,0,0,NWS STORM SURVEY, ,.1,10, , , , ,PALMETTO,07/01/2001,1531,27.52,-82.58,27.52,-82.58,"National Weather Service damage survey concluded that a small F1 tornado briefly touched down at Jayson's Mini Storage, along the east side of U.S. Highway 41, northeast of Bayshore Road, in Palmetto, Florida.

Visual observation of the damage site indicated that the tornado initially touched down and caused minor damage to a bill board sign on the east side of U.S. Highway 41, north of Jayson's Mini Storage.  On the northern side of Jayson's Mini Storage, the tornado continued it's descent and briefly touched down where it lifted, tossed and demolished, a weathered travel trailer, approximately 40 yards to the south southwest from its original location.  Two additional nearby weathered travel trailers were flipped over on their sides while a badly weathered storage trailer was severely damaged on it's north and west facing sides by the tornadic wind at the storage facility.

The tornado then lifted and dissipated within a tenth of a mile from the initial touchdown point.  However, small pieces of debris from the travel trailers, carried by the tornadic winds, were observed in a tall tree approximately 500 yards south southwest of the touchdown site.

The tornado path width was estimated at ten yards at its widest point while its path length was estimated at less than a tenth of a mile.  No human fatalities or injuries were reported.  However, one animal, a dog that was housed near the site of the touchdown, was killed.

Based on analysis of radar and satellite imagery at the time of the event, the tornado possibly formed as the result of sea breeze and multiple outflow boundary interaction from nearby shower and thunderstorm activity.","",5
5257960,CHEYENNE CO.,LORENZO,07/01/2001,1623,Tornado, ,F0,0,0,0,0,NE,MST, ,1119101,C,33,CYS,0,0,GENERAL PUBLIC, ,.1,20,3,E,3,E,LORENZO,07/01/2001,1624,41.05,-103.00,41.05,-103.00,"Weak and very brief tornado reported by public.","",6
5266961,ELBERT CO.,KIOWA,07/01/2001,1735,Tornado, ,F0,0,0,0,0,CO,MST, ,1122337,C,39,BOU,0,0,AIRPLANE PILOT, ,.1,25,11,SW,11,SW,KIOWA,07/01/2001,1735,39.23,-104.62,39.23,-104.62,"A small tornado touched down briefly but did no damage.","",7
5267041,LOGAN CO.,PEETZ,07/02/2001,1454,Tornado, ,F0,0,0,0,0,CO,MST, ,1122338,C,75,BOU,0,0,GENERAL PUBLIC, ,.1,25,1,SW,1,SW,PEETZ,07/02/2001,1454,40.95,-103.12,40.95,-103.12,"A small tornado touched down briefly but did no damage.","",8
5256795,SLOPE CO.,AMIDON,07/03/2001,1441,Tornado, ,F0,0,0,0,0,ND,CST, ,1118823,C,87,BIS,0,0,LAW ENFORCEMENT, ,7,40,18,ENE,20,E,AMIDON,07/03/2001,1449,46.58,-102.97,46.48,-102.90,"Multiple brief touchdown's in open country. Reported by three different sources. The sighting occurred just west of the Slope-Hettinger county line.","",9
5257448,HETTINGER CO.,NEW ENGLAND,07/03/2001,1449,Tornado, ,F0,0,0,0,0,ND,CST, ,1119020,C,41,BIS,0,0,LAW ENFORCEMENT, ,2,50,3,W,2,SW,NEW ENGLAND,07/03/2001,1457,46.53,-102.92,46.52,-102.88,"Multi brief touchdowns in open country.","",10
