EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5168510,CANYON CO.,NAMPA,12/14/2000,2345,Tornado, ,F0,0,0,0,0,ID,MST, ,1105516,C,27,BOI,0,0,NWS STORM SURVEY, ,1,30, , , , ,NAMPA,12/14/2000,2348,43.58,-116.57,43.58,-116.57,"A strong frontal system moved through southeast Oregon and southwest Idaho during the late evening/early morning hours of December 14th and 15th.  A weak tornado formed on the leading edge of the gust front and touched down in a largely rural area of Nampa.  A National Weather Service storm survey found evidence that suggested the tornado touched down intermittently over a period of approximately 3 minutes and traveled approximately one mile through a rural area scattered with a few subdivisions.  At it's widest, path width was estimated at 30 yards.  The tornado was witnessed by a naval officer who described the tornado as a well defined rope-like funnel which was occasionally lighted by exploding transformers and power line arching at the base of the funnel.  Damage along the path was confined to shingle damage to a number of homes, a power pole snapped off at it's base and a 3 foot diameter tree uprooted.  No injuries occurred with this tornado and damage estimates were not available.","",1
5178380,LAUDERDALE CO.,MERIDIAN,12/16/2000,1130,Tornado, ,F2,0,17,2100000,0,MS,CST, ,1105626,C,75,JAN,0,0,EMERGENCY MANAGER, ,12,440,4,NE,2,SE,LAUDERDALE,12/16/2000,1145,32.40,-88.67,32.48,-88.50,"An F2 tornado caused major damage in the Marion and Dalewood Shore Lake communities, northeast of Meridian. Two houses and thirteen mobile homes were destroyed. Eleven houses and twelve mobile homes received major damage. Thirty-three houses and twenty-two mobile homes received minor damage. Three businesses were destroyed and one business had minor damage. Thousands of trees were blown down or snapped off, and numerous power poles and power lines were also downed. Seventeen people were injured, including one in critical condition.","",2
5167810,GENEVA CO.,GENEVA,12/16/2000,1134,Tornado, ,F2,1,9,2500000,0,AL,EST, ,1105463,C,61,TAE,0,0,EMERGENCY MANAGER, ,4.5,100,2,SW,3,NE,GENEVA,12/16/2000,1140,31.02,-85.90,31.07,-85.85,"An F2 tornado touched down on West Hendrix Avenue, just north of Highway 27 South, then tore through the Devco Community, Geneva, AL and continued on through the Bellwood Community just east of Highway 85 before lifting.  In its wake, the tornado damaged up to 100 homes and destroyed five mobile homes, damaged or destroyed 15 vehicles, and downed numerous trees and power lines.  About 6,000 county businesses and homes were without power until the following day.  One woman was killed when her mobile home was hurled about 200 feet and destroyed.  Nine others were injured, one of them seriously.  Geneva County was declared a federal disaster area.  Reported by the Geneva County EMA.","",3
5168217,HOUSTON CO.,WICKSBURG,12/16/2000,1200,Tornado, ,F0,0,0,50000,0,AL,EST, ,1105465,C,69,TAE,0,0,EMERGENCY MANAGER, ,2,75,4,N,6,NNE,WICKSBURG,12/16/2000,1208,31.25,-85.63,31.28,-85.60,"The supercell thunderstorm which spawned the F2 tornado in Geneva moved northeast across extreme western Houston County and produced an F0 tornado which caused minor roof damage to five homes, blew out windows and overturned lawn furniture.  The tornado tracked northeast into southeast Dale County.  Reported by the Houston County EMA.","",4
5168218,DALE CO.,PINCKARD,12/16/2000,1208,Tornado, ,F2,0,0,2000000,0,AL,EST, ,1105466,C,45,TAE,0,0,EMERGENCY MANAGER, ,17,300,5,SW,12,NE,PINCKARD,12/16/2000,1230,31.27,-85.62,31.43,-85.40,"The F0 tornado moved northeast from extreme western Houston County into southeast Dale County.  It rapidly intensified to an F2 tornado as it continued its intermittent track into the eastern portion of the county.  A Midland City church annex lost parts of its roof and walls.  Several homes in the Doe Run Subdivision south of Pinckard were destroyed and  numerous others were damaged.  In Pinckard, numerous trees and power lines were down.  Many homes and businesses were damaged, some seriously.  The tornado tracked northeast into western Henry County.  Reported by the Dale County EMA.","",5
5160295,LAWRENCE CO.,COURTLAND,12/16/2000,1225,Tornado, ,F0,0,0,0,0,AL,CST, ,1104995,C,79,BMX,0,0,NWS STORM SURVEY, ,3.7,30,5,NE,9,NE,COURTLAND,12/16/2000,1230,34.72,-87.23,34.75,-87.18,"","The tornado first touched down in Lawrence County northeast of Courtland in open farm land.  It traveled northeast into Limestone County crossing the Tennessee river and causing damage about 2.9 miles south of Coxey in southwest Limestone County. The tornado travelled approximately a half mile on land in Limestone County before dissipating rapidly. One house lost a portion of a roof, two other homes sustained damage from falling trees, several boat houses and out-buildings were destroyed, and numerous large trees were downed.  The survey team could find no damage in Lawrence County, however, two people photographed the tornado, one on the east side of Courtland looking northeast and one at Poplar Point in Limestone County looking northwest as it came ashore on the Limestone County side of the river.
Beginning:  34 42.569/87 13.850  Ending:  34 45.874/87 10.228",6
5160296,LIMESTONE CO.,RIPLEY,12/16/2000,1230,Tornado, ,F1,0,0,95000,0,AL,CST, ,1104995,C,83,BMX,0,0,NWS STORM SURVEY, ,1.4,40,4,WSW,3,W,RIPLEY,12/16/2000,1231,34.73,-87.18,34.75,-87.17,"","The tornado first touched down in Lawrence County northeast of Courtland in open farm land.  It traveled northeast into Limestone County crossing the Tennessee river and causing damage about 2.9 miles south of Coxey in southwest Limestone County. The tornado travelled approximately a half mile on land in Limestone County before dissipating rapidly. One house lost a portion of a roof, two other homes sustained damage from falling trees, several boat houses and out-buildings were destroyed, and numerous large trees were downed.  The survey team could find no damage in Lawrence County, however, two people photographed the tornado, one on the east side of Courtland looking northeast and one at Poplar Point in Limestone County looking northwest as it came ashore on the Limestone County side of the river.
Beginning:  34 42.569/87 13.850  Ending:  34 45.874/87 10.228",7
5168219,HENRY CO.,ABBEVILLE,12/16/2000,1230,Tornado, ,F1,0,0,2900000,0,AL,EST, ,1105467,C,67,TAE,0,0,EMERGENCY MANAGER, ,10,150,13,SW,3,SW,ABBEVILLE,12/16/2000,1245,31.43,-85.40,31.53,-85.28,"The F2 tornado continued its intermittent track northeast from eastern Dale County into western Henry County, but had weakened to an F1 tornado.  Just north of Murphy Station along Highway 27 and a quarter mile west of U.S. Highway 431, the tornado completely destroyed the Murphy Feed & Seed warehouse, numerous peanut trailers and two sheds.  Before the tornado dissipated, it severely damaged the West Point Stevens Textile plant.  Numerous vehicles were damaged.  Henry County was declared a federal disaster area.  Reported by the Henry County EMA.","",8
5160297,LIMESTONE CO.,ATHENS,12/16/2000,1238,Tornado, ,F2,0,0,150000,0,AL,CST, ,1104996,C,83,BMX,0,0,NWS STORM SURVEY, ,4.8,60,5,NW,5,N,ATHENS,12/16/2000,1244,34.85,-87.05,34.87,-86.98,"A second tornado began 5.1 miles west-northwest of Athens just south of O'Neal. The tornado travelled in a northeasterly direction crossing SR 99 where several houses were damaged heavily. Continuing northeast the tornado crossed CR 63 and damaged several houses and destroyed three mobile homes just south of Cross Key. The tornado then crossed CR 26 and SR 127 before dissipating about 5.0 miles north of Athens.  

The tornado was rated an F2 with no known injuries reported. The total tornado path was 4.8 miles long and about 60 yards wide. The tornado began at 12:38 PM and dissipated at 12:44 PM.  

Beginning:  34 50.326/87 03.032  Ending:  34 52.552/86 58.748","",9
5166971,TUSCALOOSA CO.,HULL,12/16/2000,1254,Tornado, ,F4,11,144,12500000,0,AL,CST, ,1104971,C,125,BMX,0,0,NWS STORM SURVEY, ,18,750,5,W,3,ENE,COTTONDALE,12/16/2000,1312,33.05,-87.70,33.18,-87.40,"The tornado began in southwestern Tuscaloosa County on the west side of the Black Warrior River. Traveling in a northeasterly direction the tornado moved from a rural, unpopulated area of the Black Warrior River into an area of homes south of Shelton State Community College. The tornado crossed SR 69 destroying a nearly complete shopping center which included a Winn Dixie store. East of SR 69 the tornado destroyed a number of houses and residential structures. 

As the tornado reached US 82 it destroyed a number of mobile homes where several deaths were reported. From US 82 the tornado continued northeasterly downing numerous trees and power lines and damaging residential structures. The tornado crossed I-20/59 just west of exit 77 where many trees were uprooted or snapped off. Minor damage occurred to the JVC manufacturing facility. 

At exit 77 a number of commercial structures including hotels, fast food restaurants, and truck stops sustained damage including a number of vehicles that were overturned. The tornado continued northeasterly for a couple of miles before dissipating rapidly. Ironically, the tornado dissipated as it moved into an open, unpopulated area. 

The tornado was spawned by a supercell thunderstorm that originated in Mississippi. This thunderstorm was responsible for additional tornado damage in St. Clair and Etowah counties.

Tuscaloosa EMA reported 11 fatalities with this tornado along with 144 injuries. Nine of the fatalities occurred in mobile homes, one in a vehicle, and one in a commercial building converted to residential use. Six of those killed were females and five were males. Ages ranged from 16 months to 83 years old.  There were 251 single family dwellings affected (43 destroyed, 76 with major damage, 138 with minor damage), 179 mobile homes affected (79 destroyed,  23 with major damage, 77 with minor damage), and 13 businesses affected (1 destroyed, 7 with major damage, 5 with minor damage).

The tornado was on the ground for a total of 18 miles, all within Tuscaloosa County. The tornado path was estimated to be 750 yards wide at it's maximum intensity. 

This tornado was rated an F4 on the Fujita Scale for tornado intensity. Tornado intensity varied along the path with considerable F2 and F3 damage in the area from just west of SR 69 to US 82 in the Hinton Place and Hillcrest Meadows areas as well as the Bear Creek area. It was also in these areas where pockets of F4 destruction occurred. 

The tornado first touched down at 12:54 PM and dissipated at 1:12 PM with a forward speed of approximately 60 MPH. 

Beginning: 33 03.225/87 39.239  Ending:  33 12.065/87 24.292","",10
