EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5264989,WASHINGTON CO.,ANTON,08/01/2001,1859,Tornado, ,F0,0,0,0,0,CO,MST, ,1122150,C,121,BOU,0,0,STORM CHASER, ,.1,25,15,SE,15,SE,ANTON,08/01/2001,1859,39.60,-103.02,39.60,-103.02,"A small tornado touched down but did no damage.","",1
5262242,PALM BEACH CO.,BOYNTON BEACH,08/02/2001,300,Tornado, ,F1,0,0,100000,0,FL,EST, ,1121020,C,99,MFL,0,0,NEWSPAPER, ,1.5,15, , , , ,BOYNTON BEACH,08/02/2001,300,26.52,-80.03,26.52,-80.03,"A tornado touched down near Greenbriar Drive and moved west  northwest.  A Chickee Hut at the Ann Marie Motel was damaged as were a fence and a portion of the motel roof.  Power lines were blown down onto I-95 and trees were uprooted and street signs blown down along the path.","",2
5266493,ST. LUCIE CO.,FT PIERCE,08/02/2001,1030,Tornado, ,F0,0,0,10000,0,FL,EST, ,1122316,C,111,MLB,0,0,NEWSPAPER, ,2,50,8,W,8,W,FT PIERCE,08/02/2001,1030,27.45,-80.47,27.45,-80.47,"An F0 tornado touched down briefly in a rural area west of Ft. Pierce. The tornado damaged a mobile home, overturned a farm tractor and blew down about 25 citrus trees.","",3
5264996,ADAMS CO.,BENNETT,08/02/2001,1416,Tornado, ,F0,0,0,0,0,CO,MST, ,1122151,C,1,BOU,0,0,TRAINED SPOTTER, ,.1,25,3,W,3,W,BENNETT,08/02/2001,1416,39.75,-104.48,39.75,-104.48,"A small tornado touched down but did no damage.","",4
5264997,ADAMS CO.,BENNETT,08/02/2001,1426,Tornado, ,F0,0,0,0,0,CO,MST, ,1122151,C,1,BOU,0,0,TRAINED SPOTTER, ,.1,25,1,N,1,N,BENNETT,08/02/2001,1426,39.75,-104.43,39.75,-104.43,"A small tornado touched down but did no damage.","",5
5264563,FRANKLIN CO.,CARRABELLE,08/05/2001,1843,Tornado, ,F0,0,0,5000,0,FL,EST, ,1122006,C,37,TAE,0,0,EMERGENCY MANAGER, ,.1,20, , , , ,CARRABELLE,08/05/2001,1843,29.85,-84.67,29.85,-84.67,"A waterspout came ashore and overturned a vehicle on Lighthouse Road in Carrabelle.  Reported by the Franklin County EMA.","",6
5264109,JACKSON CO.,PASCAGOULA,08/07/2001,1130,Tornado, ,F0,0,0,25000,0,MS,CST, ,1121654,C,59,LIX,0,0,EMERGENCY MANAGER, ,.8,20, , , , ,PASCAGOULA,08/07/2001,1130,30.37,-88.53,30.37,-88.53,"A waterspout moved onshore and caused minor damage at the U.S. Navy Station just south of Pascagoula.  The weak tornado damaged several cars, a recreational vehicle, a power pole, and the roof of the fire station. Eyewitness said the tornado/waterspout traveled north up the Pascagoula River for a short distance then dissipated.","",7
5265541,SCOTT CO.,TANNER,08/07/2001,1620,Tornado, ,F0,0,0,0,0,MO,CST, ,1121759,C,201,PAH,0,0,LAW ENFORCEMENT, ,.1,30,1,NE,1,NE,TANNER,08/07/2001,1620,36.93,-89.67,36.93,-89.67,"A funnel cloud persisted over southwestern Scott County for several minutes. The funnel cloud was not associated with well-developed thunderstorms. Law enforcement personnel reported there was a brief touchdown in open fields, with no known damage.","",8
5275277,SANPETE CO.,FAIRVIEW,08/08/2001,1520,Tornado, ,F0,0,0,0,0,UT,MST, ,1125832,C,39,SLC,0,0,TRAINED SPOTTER, ,2,20, , , , ,FAIRVIEW,08/08/2001,1530,39.63,-111.43,39.63,-111.43,"A spotter reported a tornado just west of Highway 89 between Fairview and Birdseye. The tornado lasted about 10 minutes and remained over open country.","",9
5265734,BENSON CO.,MADDOCK,08/08/2001,1715,Tornado, ,F2,0,0,50000,0,ND,CST, ,1122171,C,5,FGF,0,0,NWS STORM SURVEY, ,7,250,4,NW, , ,OBERON,08/08/2001,1745,48.00,-99.58,47.92,-99.20,"The tornado began northwest of Maddock and travelled along a path intermittently to near Flora and near Oberon.  A 40x60 foot metal shed was demolished.  About 2 miles northeast of Maddock, a grain bin was pulled from its foundation and thrown about 500 yards.  A hopper bin and concrete pad were also turned on end at this location.  Many large trees were flattened all along the path until the tornado weakened from Flora to near Oberon.","",10
