EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5160033,BURLEIGH CO.,BISMARCK,11/01/2000,1355,Tornado, ,F1,0,2,0,0,ND,CST, ,1104369,C,15,BIS,0,0,LAW ENFORCEMENT, ,3,50,6,N,10,NNW,BISMARCK,11/01/2000,1405,46.88,-100.77,46.93,-100.85,"Tornado touched down near highway 83 in north Bismarck and traveled in a west..northwest direction. Forty two homes sustained minor to moderate damage and injuring two people.","",1
5160034,BURLEIGH CO.,BISMARCK,11/01/2000,1433,Tornado, ,F2,0,0,55000,0,ND,CST, ,1104370,C,15,BIS,0,0,TRAINED SPOTTER, ,5,100,10,N,13,NW,BISMARCK,11/01/2000,1500,46.95,-100.77,46.93,-100.97,"Tornado touched down in a sparsely developed area in open country along highway 1804. The tornado skipped in a west..northwest direction. One home was heavily damaged. Several bales of hay were destroyed. The tornado crossed the Missouri River into Morton county.","",2
5160665,MORTON CO.,MANDAN,11/01/2000,1500,Tornado, ,F1,0,0,0,0,ND,CST, ,1104364,C,59,BIS,0,0,TRAINED SPOTTER, ,12,50,5,N,12,NW,MANDAN,11/01/2000,1540,46.90,-100.90,46.95,-101.08,"Tornado crossed the Missouri River from Burleigh county and moved in a northwest direction skipping across the open country side. The tornado then entered into Oliver county.","",3
5160035,BURLEIGH CO.,WILTON,11/01/2000,1505,Tornado, ,F0,0,0,0,0,ND,CST, ,1104371,C,15,BIS,0,0,LAW ENFORCEMENT, ,2,40,3,WSW,2,W,WILTON,11/01/2000,1505,47.15,-100.87,47.17,-100.85,"Tornado touched down in open country and moved in a west northwest direction. The tornado  remained in open country moving into McLean county.","",4
5160036,MCLEAN CO.,WASHBURN,11/01/2000,1505,Tornado, ,F0,0,0,0,0,ND,CST, ,1104372,C,55,BIS,0,0,LAW ENFORCEMENT, ,6,40,14,SE,8,SE,WASHBURN,11/01/2000,1520,47.13,-100.80,47.20,-100.90,"Tornado originated in Burleigh county before moving into southeast McLean county. The tornado skipped across the country side damaging several power poles.","",5
5160666,OLIVER CO.,CENTER,11/01/2000,1540,Tornado, ,F1,0,0,0,0,ND,CST, ,1104365,C,65,BIS,0,0,TRAINED SPOTTER, ,5,50,14,SE,14,SE,CENTER,11/01/2000,1550,46.97,-101.08,46.97,-101.08,"Tornado entered Oliver county from Morton county. The tornado remained in open country then lifted back into the clouds 14 miles southeast of Center.","",6
5160037,MORTON CO.,NEW SALEM,11/01/2000,1543,Tornado, ,F0,0,0,0,0,ND,CST, ,1104373,C,59,BIS,0,0,LAW ENFORCEMENT, ,12,40,3,E,9,NW,NEW SALEM,11/01/2000,1558,46.85,-101.35,46.95,-101.55,"Tornado touched down in open country skipping in a west northwest direction. The tornado remained in open country.","",7
5160667,MCLEAN CO.,MERCER,11/01/2000,1558,Tornado, ,F0,0,0,0,0,ND,CST, ,1104366,C,55,BIS,0,0,LAW ENFORCEMENT, ,20,40,8,SW,11,N,WASHBURN,11/01/2000,1630,47.40,-100.83,47.45,-101.02,"Tornado touched down in open country skipping in a west direction across the country side.","

The tornado outbreak on the 1st of November was a rare and unusual weather phenomena to occur so late in the year in North
Dakota. The last recorded tornado to occur in the state was October 11th 1979 in Sargent county in southeastern North Dakota.
Several tornadoes, with five distinct paths, hit south central North Dakota causing property damage and injuries. The majority
of the damage and injuries occurred in the Bismarck area. Forty two homes sustained minor to major damage. The tornadoes
were rated F0 and F1 on the Fujita scale, packing winds up to 90 mph. Another unusual phenomena observed were that these
tornadoes traveled from east to west. This was caused by an intense low pressure system , centered over north central South
Dakota, spinning counterclockwise, allowing the low level flow over Bismarck to move east to west. At the same time period
these tornadoes were occurring, snow began to fall in the far western area of North Dakota. Winter storm watches and warnings
were posted across north central and western North Dakota that afternoon.",8
5159000,KANDIYOHI CO.,PRINSBURG,11/01/2000,1725,Tornado, ,F1,0,0,0,0,MN,CST, ,1104193,C,67,MPX,0,0,GENERAL PUBLIC, ,.5,30,2,ESE,2,ESE,PRINSBURG,11/01/2000,1728,44.92,-95.17,44.92,-95.17,"Brief touchdown at two farms. The tornado destroyed a small storage shed, tipped another shed on its side, and ripped off a portion of the roof of a third shed at the Marcus family farm, as reported by the Raymond-Prinsburg news.","",9
5157737,ANGELINA CO.,DIBOLL,11/03/2000,1635,Tornado, ,F1,0,2,80000,0,TX,CST, ,1103941,C,5,SHV,0,0,NWS STORM SURVEY, ,2.3,35,2,SW,1,SSE,DIBOLL,11/03/2000,1635,31.17,-94.83,31.17,-94.80,"A weak tornado (landspout) developed along a weak convergence zone which draped northeast to southwest across this location. Airmass was saturated and tropical. According to local radar, Shreveport WSR-88D, and at least a dozen witnesses no thunderstorms were in the vicinity at the time.  Trees blown over or broken. Several buildings lost portions of their roofs. An 18-wheeler was blown over on Highway 59 as the tornado moved over the truck while the truck was in motion. This tornado did not cross into another county.","",10
5161333,BURNET CO.,BURNET,11/05/2000,1700,Tornado, ,F0,0,0,80000,0,TX,CST, ,1104327,C,53,EWX,0,0,NEWSPAPER, ,1.5,50, , , , ,BURNET,11/05/2000,1702,30.75,-98.22,30.75,-98.22,"A small and short-lived tornado was observed by the public as it touched down near Burnet.  It damaged two homes and some barns and around a dozen trees before lifting and dissipating.","",11
5158104,ADAMS CO.,AYR,11/05/2000,1748,Tornado, ,F0,0,0,0,0,NE,CST, ,1103931,C,1,GID,0,0,NWS EMPLOYEE(OFF DUTY), ,.1,20,8,SW,8,SW,AYR,11/05/2000,1748,40.33,-98.52,40.33,-98.52,"","One final day of severe weather struck south-central Nebraska with a tornado, hail and several reports of funnel clouds.  A strong weather system moved across the area and clashed with moist, unstable air mass in place.  Thunderstorms erupted in the late afternoon and continued into the evening, mainly east of U.S. Highway 281.  A brief tornado was sighted in southwest Adams county south west of Ayr by an off-duty National Weather Service Employee.  No damage was reported.  The largest hail noted was quarter-sized in the southeast portion of  Hastings.  Hail covered Interstate 80 in Hamilton county and may have contributed to an accident which temporarily blocked traffic.",12
5159613,MONTGOMERY CO.,CONROE,11/05/2000,2315,Tornado, ,F1,0,0,25000,0,TX,CST, ,1104769,C,339,HGX,0,0,NWS STORM SURVEY, ,.5,50, , , , ,CONROE,11/05/2000,2315,30.32,-95.45,30.32,-95.45,"Trees down in Carriage Hill subdivision.","",13
5159627,SAN JACINTO CO.,SHEPHERD,11/05/2000,2330,Tornado, ,F0,0,0,15000,0,TX,CST, ,1104769,C,407,HGX,0,0,TRAINED SPOTTER, ,.5,50,2,SW,2,SW,SHEPHERD,11/05/2000,2330,30.48,-95.03,30.48,-95.03,"Trees down.","",14
5160992,AVOYELLES PAR.,EOLA,11/06/2000,545,Tornado, ,F2,0,3,200000,0,LA,CST, ,1104202,C,9,LCH,0,0,NWS STORM SURVEY, ,3,25, , ,1,S,BUNKIE,11/06/2000,548,30.90,-92.22,30.93,-92.18,"","An F-2 tornado moved across rural sections of Avoyelles Parish, destroying two homes and damaging several other bulidings. The tornado began near a church in Eola, where a home lost part of its roof and the steeple blew off the church. A neighboring home lost its porch and had a window blown out, while some old buildings nearby were flattened. Many trees were also blown down. On Highway 29 south of Bunkie, one permanent home lost a portion of its roof, one outside wall, and the carport. Another permanent home bult on a foundation was swept off its foundation and moved 200 feet. In this home, three people received minor injuries. They were found in debris 300 feet from where the home originally lay. The wood frame home they were in was torn to pieces. Two cars and a horse trailer were thrown over 100 feet into a field.",15
5160026,ST. TAMMANY PAR.,SLIDELL,11/06/2000,1355,Tornado, ,F1,0,0,65000,0,LA,CST, ,1104450,C,103,LIX,0,0,NWS STORM SURVEY, ,1,30, , , , ,SLIDELL,11/06/2000,1355,30.27,-89.78,30.27,-89.78,"A weak tornado touched down in a subdivision on the western portion of Slidell. The tornado blew down or heavily damaged dozens of trees and several utility poles. Approximately 20 homes were damaged, mainly from fallen trees and large tree limbs.","",16
5160567,MOBILE CO.,IRVINGTON,11/06/2000,2130,Tornado, ,F2,0,2,100000,0,AL,CST, ,1104500,C,97,MOB,0,0,LAW ENFORCEMENT, ,1.5,300, , , , ,IRVINGTON,11/06/2000,2133,30.50,-88.23,30.50,-88.23,"A thunderstorm produced an F2 tornado that first touched down near the intersection of Highway 188 and Four Mile Road.  A house suffered roof damage and a couple of barns were damaged.  Trees were also blown down.  The tornado moved northeast and trees were blown down along County Road 15.  The tornado then touched down in a Mobile Home Park.  One of the homes was completely destroyed with the occupants riding out the storm huddled together inside a bathtub.  The two sisters were thrown out of the home as the tornado blew it from its foundation and turned it over several times.  They were found in the woods behind their home with only minor injuries.  Some of the other homes in the neighborhood suffered damage with skirting and parts of roofs torn off.  The tornado continued northeast and did some minor damage near Howerin Road and near the intersection of Two Mile and Beverly Roads.  The tornado then lifted back into the cloud.","",17
5160570,BALDWIN CO.,FOLEY,11/08/2000,1105,Tornado, ,F1,0,0,150000,0,AL,CST, ,1104503,C,3,MOB,0,0,NWS EMPLOYEE(OFF DUTY), ,1,100, , , , ,FOLEY,11/08/2000,1110,30.42,-87.68,30.42,-87.68,"A low topped thunderstorm produced a brief  F1 tornado about 1 mile Southeast of the community.  The tornado first touched down in the Leisure Lakes subdivision causing minor roof damage to a few homes.  The tornado then moved Northeast into the neighboring Glen Lakes subdivision, where it intensified and caused moderate roof and structural damage to several homes.  The tornado then lifted back into the thunderstorm cloud.","",18
5160152,BALDWIN CO.,FAIRHOPE,11/08/2000,1125,Tornado, ,F0,0,0,10000,0,AL,CST, ,1104504,C,3,MOB,0,0,GENERAL PUBLIC, ,1,100, , , , ,FAIRHOPE,11/08/2000,1130,30.52,-87.90,30.52,-87.90,"A tornado, the second in Baldwin county in a 20 minute time period, formed just south of Fairhope.  The tornado touched down just south of the intersection of Highway 27 and Highway 32, narrowly missing a trailer park and a nearby school, but producing some tree damage and minor damage to one trailer just south of the intersection.  The tornado then skipped along Highway 27 for about one mile, where it caused minor damage to one home in the Woodmere subdivision.","",19
5160153,BALDWIN CO.,FAIRHOPE,11/08/2000,1150,Tornado, ,F1,0,0,200000,0,AL,CST, ,1104505,C,3,MOB,0,0,GENERAL PUBLIC, ,2.5,200, , , , ,FAIRHOPE,11/08/2000,1155,30.52,-87.90,30.52,-87.90,"A tornado, the third in Baldwin county in a 45 minute time period, developed and followed a path very similar to a weaker tornado that occurred about 20 minutes earlier.  This tornado touched down near the intersection of Highway 27 and Highway 32, moved northeast into the Woodmere subdivision (the same subdivision affected by a weaker tornado some 20 minutes earlier).  This tornado produced moderate roof and structural damage to several homes in the Woodmere subdivision.  The tornado then continued northeast into the Quail Creek subdivision, where it produced minor damage to a few homes, mainly to garage doors.  The damage path through the two subdivisions was intermittent, suggesting that the tornado skipped across the ground.  As the tornado moved out of the Quail Creek subdivision, it lifted off the ground, but continued moving northeast as a funnel cloud.  Reports of a funnel cloud, not in contact with the ground, were received as the parent thunderstorm moved northeast toward Interstate 10 and then east of Bay Minette.  No additional damage was reported.","",20
5160903,BALDWIN CO.,ELSANOR,11/08/2000,1245,Tornado, ,F0,0,0,0,0,AL,CST, ,1104513,C,3,MOB,0,0,NWS EMPLOYEE(OFF DUTY), ,.1,50, , , , ,ELSANOR,11/08/2000,1246,30.55,-87.58,30.55,-87.58,"Two off duty meteorologists observed a tornado that briefly touched down in a field just north of  Elsanor and south of I-10.  No damage from the tornado was found.  After briefly touching down, the tornado quickly dissipated.  This was the fourth tornado to touch down in Baldwin county in a two hour period.","",21
5160020,CATAHOULA PAR.,SICILY IS,11/08/2000,1358,Tornado, ,F2,0,0,15000,0,LA,CST, ,1104446,C,25,JAN,0,0,NWS STORM SURVEY, ,4,500, , ,5,NE,SICILY IS,11/08/2000,1410,31.85,-91.67,31.90,-91.60,"The garage of a house was significantly damaged. A shed and a trampoline were blown off of the property. The tornado exited Catahoula Parish and went into Franklin Parish.","",22
