EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5272039,BECKHAM CO.,SAYRE,10/09/2001,1339,Tornado, ,F0,0,0,500,0,OK,CST, ,1124248,C,9,OUN,0,0,STORM CHASER, ,1,50,6,WNW,6,NW,SAYRE,10/09/2001,1340,35.33,-99.75,35.37,-99.73,"A1.  This tornado caused minor damage to trees.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",1
5270618,BECKHAM CO.,SAYRE,10/09/2001,1342,Tornado, ,F0,0,0,2000,0,OK,CST, ,1124248,C,9,OUN,0,0,STORM CHASER, ,4.5,200,7,NW,7,NNW,SAYRE,10/09/2001,1352,35.37,-99.73,35.40,-99.70,"A3.  Numerous trees were damaged by this tornado.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",2
5272040,BECKHAM CO.,SAYRE,10/09/2001,1342,Tornado, ,F0,0,0,0,0,OK,CST, ,1124248,C,9,OUN,0,0,STORM CHASER, ,.1,25,8,WNW,8,WNW,SAYRE,10/09/2001,1342,35.33,-99.77,35.33,-99.77,"A2.  This tornado formed in an open field with no known damage.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",3
5270619,BECKHAM CO.,SAYRE,10/09/2001,1350,Tornado, ,F0,0,0,100,0,OK,CST, ,1124248,C,9,OUN,0,0,STORM CHASER, ,.1,25,6,NNW,6,NNW,SAYRE,10/09/2001,1350,35.37,-99.68,35.37,-99.68,"A4.  A few trees were damaged by this tornado.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",4
5270620,ROGER MILLS CO.,BERLIN,10/09/2001,1412,Tornado, ,F0,0,0,100,0,OK,CST, ,1124248,C,129,OUN,0,0,NWS STORM SURVEY, ,2.5,50,2,SSE,3,E,BERLIN,10/09/2001,1417,35.42,-99.58,35.45,-99.55,"A5.  Roger Mills County portion. This tornado developed in southeast Roger Mills County and tracked northeastward for 2.5 miles, causing damage to trees, before entering Beckham County.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",5
5270621,BECKHAM CO.,ELK CITY,10/09/2001,1417,Tornado, ,F1,0,0,20000,0,OK,CST, ,1124248,C,9,OUN,0,0,NWS STORM SURVEY, ,.5,50,8,WNW,8,WNW,ELK CITY,10/09/2001,1418,35.47,-99.55,35.47,-99.55,"A5.  Beckham County portion. This tornado ripped off the southwest corner off a mobile home and partially removed its roof in Beckham County.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",6
5270622,BECKHAM CO.,ELK CITY,10/09/2001,1530,Tornado, ,F0,0,0,100,0,OK,CST, ,1124248,C,9,OUN,0,0,NWS STORM SURVEY, ,1,50,2,NE,3,NE,ELK CITY,10/09/2001,1532,35.43,-99.38,35.45,-99.38,"B1.  Beckham County portion.  This tornado developed northeast of Elk City, near Eastern Ave., and eventually moved through portions of Washita and Custer Counties. Damage in Beckham County consisted of broken tree limbs.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",7
5270623,WASHITA CO.,CANUTE,10/09/2001,1532,Tornado, ,F1,0,0,10000,0,OK,CST, ,1124248,C,149,OUN,0,0,NWS STORM SURVEY, ,3.5,440,6,WNW,3,NW,CANUTE,10/09/2001,1540,35.45,-99.37,35.45,-99.32,"B1.  Washita County portion. This tornado tracked across the northwest corner of Washita County, causing major damage to trees, toppling an older windmill, and blowing over and rolling a truck about 25 yards, before crossing into Custer County.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",8
5270624,CUSTER CO.,BUTLER,10/09/2001,1540,Tornado, ,F3,0,0,50000,0,OK,CST, ,1124248,C,39,OUN,0,0,NWS STORM SURVEY, ,7,600,14,SW,8,SSW,BUTLER,10/09/2001,1556,35.48,-99.37,35.53,-99.23,"B1.  Custer County portion. About 1 mile northeast of where the tornado crossed into Custer County, a home of wood frame with brick exterior, had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",9
5270625,KIOWA CO.,HOBART,10/09/2001,1552,Tornado, ,F0,0,0,0,0,OK,CST, ,1124248,C,75,OUN,0,0,STORM CHASER, ,1,50,4,WSW,3,WSW,HOBART,10/09/2001,1553,35.00,-99.17,35.00,-99.15,"D1.  This tornado was brief and resulted in no damage.","A major tornado outbreak occurred across western Oklahoma during the afternoon and early evening of October 9th. Nineteen tornadoes were confirmed, with three rated F3. The first F3 tornado developed in northeast Beckham County, near Elk City, and tracked northeastward for 11 miles before dissipating. As the tornado entered Custer County, a home of wood frame with brick exterior had most of its interior and exterior walls destroyed. The tornado then continued across an unpopulated area, causing major damage to trees and fences, before dissipating 2.5 miles west of Foss Dam. The second F3 tornado developed in Washita County, near Cordell. The Oklahoma State Emergency Management Office estimated that 477 single-family homes were damaged, 132 considered uninhabitable. In addition, 40 businesses were damaged, 22 considered uninhabitable. Damage was estimated near 100 million dollars, and nine injuries were reported. The last F3 tornado developed in Kiowa County and produced F3 damage soon after entering Washita County. Several vehicles and large pieces of farm equipment were tossed and destroyed. About 4 miles north-northeast of Mountain View, 3 homes suffered major damage, with one rated F3. As the tornado continued northeastward, F3 damage was inflicted on a farm, where a house and several barns and outbuildings were leveled. A 10,000 gallon diesel tank ended up in an open field about one-quarter mile away from its original position.

For simplicity, the tornadoes that occurred on this day were identified by the supercell thunderstorm that produced them, beginning with A and ending with E. Each tornado was then given its own number. For example, the 3rd tornado produced by supercell thunderstorm A is called A3. In addition, some tornadoes tracked across multiple counties.",10
