EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5131051,BAXTER CO.,JORDAN,01/03/2000,622,Tornado, ,F1,0,0,0,0,AR,CST, ,1090926,C,5,LZK,0,0,NWS STORM SURVEY, ,1.8,40,1,S,2,E,JORDAN,01/03/2000,625,36.22,-92.18,36.23,-92.15,"A weak tornado was spawned in eastern Baxter County just south of Jordan. The tornado moved northeast, destroying a travel trailer and blowing over two 53-foot semi truck trailers in the Rodney community. One of the trailers fell on a new truck tractor. The tornado then moved into western Izard County.","",1
5131052,IZARD CO.,DOLPH,01/03/2000,625,Tornado, ,F1,0,0,0,0,AR,CST, ,1090927,C,65,LZK,0,0,NWS STORM SURVEY, ,3,40,3,W,2,NNE,DOLPH,01/03/2000,630,36.23,-92.17,36.25,-92.10,"A weak tornado moved from eastern Baxter County into western Izard County, heading to the northeast. A couple of turkey houses were heavily damaged north of Dolph, with several trees downed as well. The tornado eventually dissipated about 2 miles north-northeast of Dolph.","",2
5131397,IZARD CO.,WISEMAN,01/03/2000,646,Tornado, ,F1,0,0,0,0,AR,CST, ,1090933,C,65,LZK,0,0,NWS STORM SURVEY, ,1.8,40,1,SW,1,NE,WISEMAN,01/03/2000,648,36.22,-91.83,36.23,-91.80,"A weak tornado was spawned in northeastern Izard County about a mile southwest of Wiseman. The tornado moved northeast, and damaged the roofs of 9 residences in or near Wiseman, with the damage mostly due to falling trees or tree limbs. Several roofs lost shingles, including the local community center. A few windows were broken as well. The tornado dissipated about about 0.7 mile northeast of Wiseman.","",3
5131398,FULTON CO.,AGNOS,01/03/2000,650,Tornado, ,F1,0,0,0,0,AR,CST, ,1090934,C,49,LZK,0,0,NWS STORM SURVEY, ,2,40,1,WNW,2,NNE,AGNOS,01/03/2000,653,36.25,-91.70,36.28,-91.67,"A weak tornado was spawned in southeastern Fulton County about 1.2 miles west-northwest of Agnos.
The tornado moved northeast and destroyed a couple of barns and a large shed, and a few houses lost some roof shingles as well. The tornado dissipated about 1.5 miles north-northeast of Agnos.","",4
5131638,FULTON CO.,FRYATT,01/03/2000,655,Tornado, ,F1,0,0,0,0,AR,CST, ,1090935,C,49,LZK,0,0,NWS STORM SURVEY, ,3.1,40,0,WSW,3,ENE,FRYATT,01/03/2000,700,36.47,-91.65,36.48,-91.60,"A weak tornado was spawned in northeastern Fulton County about 0.3 mile west-southwest of Fryatt.  The tornado moved northeast and downed hundreds of trees, mostly along Arkansas Highway 9.  One house was badly damaged by falling trees.  A barn roof was also blown off, and some outbuildings were damaged as well.  The tornado dissipated about 2.8 miles east-northeast of Fryatt.","",5
5131031,LEFLORE CO.,SCHLATER,01/03/2000,1215,Tornado, ,F1,0,0,45000,0,MS,CST, ,1090744,C,83,JAN,0,0,EMERGENCY MANAGER, ,3,150,1,SW,2,NE,SCHLATER,01/03/2000,1218,33.63,-90.37,33.67,-90.33,"This weak tornado nearly destroyed a mobile home and a barn. Numerous trees were snapped off or blown down.","",6
5129620,YALOBUSHA CO.,WATER VLY,01/03/2000,1330,Tornado, ,F2,0,0,100000,0,MS,CST, ,1090549,C,161,MEG,0,0,NWS STORM SURVEY, ,2.2,300,5,E,7,NE,WATER VLY,01/03/2000,1340,34.17,-89.55,34.23,-89.55,"The tornado first developed just south of Highway 315 in the community of Hawkins Crossing and moved northeast across the northeast corner of Yalobusha county. The tornado continued into southwest Lafayette county and continued to travel northeast ending in Union county. One home was blown three feet off its foundation with only the west facing wall left standing. Two mobile homes were completely destroyed. Nine other homes and one barn recieved moderate to extensive damage.","",7
5129728,LAFAYETTE CO.,PARIS,01/03/2000,1340,Tornado, ,F2,0,3,100000,0,MS,CST, ,1090549,C,71,MEG,0,0,NWS STORM SURVEY, ,21,150,3,W,5,N,LAFAYETTE SPGS,01/03/2000,1400,34.18,-89.52,34.37,-89.27,"The tornado first developed just south of Highway 315 in the community of Hawkins Crossing and moved northeast across the northeast corner of Yalobusha county. The tornado continued into southwest Lafayette county and continued to travel northeast ending in Union county. In the town of Paris in the southwest part of the county, a frame house was lifted off its foundation with the back end of the house completely blown out. One person in the house was injured. A nearby house under construction was severly damaged. Several other homes in the area received minor damage and numerous trees were snapped or uprooted.  The tornado also produced some damage in the towns of Denmark and Lafayette Springs.","",8
5129729,UNION CO.,PINEDALE,01/03/2000,1400,Tornado, ,F3,0,4,250000,0,MS,CST, ,1090549,C,145,MEG,0,0,NWS STORM SURVEY, ,20,600,4,SW,3,NE,MYRTLE,01/03/2000,1410,34.37,-89.25,34.60,-89.08,"The tornado first developed just south of Highway 315 in the community of Hawkins Crossing and moved northeast across the northeast corner of Yalobusha county. The tornado continued into southwest Lafayette county and continued to travel northeast ending in Union county. In the town of Pinedale in southwest Union county, a new brick and vinyl siding home was obliterated. The debris extended up to 400 yards where a large freezer landed in a lake. A nearby pickup truck was rolled 20 yards and sustained extensive damage. Trees two to three feet in diameter were completely uprooted. In the town of Enterprise, a mobile home was completely destroyed and a conventional home sustained severe damage. Four other homes received extensive structural damage. The West Union School had minor roof damage and had numerous windows blown out.  In the town of Myrtle, two mobile homes were destroyed and another mobile home was flipped on its side. In all, more than 60 homes were damaged in Union county.","",9
5129129,WASHINGTON CO.,FREDDRICKSBURG,01/03/2000,1405,Tornado, ,F1,0,0,47000,0,IN,EST, ,1090502,C,175,LMK,0,0,NWS STORM SURVEY, ,.3,50,3,N,3,N,FREDDRICKSBURG,01/03/2000,1405,38.47,-86.18,38.47,-86.18,"A tornado touched down in Washington county not far from the Harrison county line.  The tornado destroyed 1 mobile home, moved 1 mobile home off its foundation, and caused roof damage to a house and a barn before lifting about a quarter of a mile from when it started.","",10
